PKD_Code,Industry_Name,Year,Entity_Count,Revenue,Liabilities_Long,Net_Profit,Profitable_Ent,Liabilities_Short,Bankruptcy_Count,Profitability,Bankruptcy_Rate,Total_Debt,Revenue_Prev_Year,Dynamics_YoY,Sector,Norm_Profit,Norm_Dynamics,Stability_Score,AI_Hype_Mock,Transformation_Score,Status
28.91,Produkcja maszyn dla metalurgii,2010,14.0,595.25,14.51,38.99,11.0,170.91,0.0,0.7857142857142857,0.0,185.42,556.16,0.07028552934407371,Ogólny,0.7857142857142857,0.0,47.14285714285714,0.022066148682290843,0.6619844604687253,Neutral
28.92,Produkcja maszyn dla górnictwa i do wydobywania oraz budownictwa,2010,113.0,4680.08,224.01,234.24,92.0,1740.53,0.0,0.8141592920353983,0.0,1964.54,4759.52,-0.016690758731973076,Ogólny,0.8141592920353983,0.0,48.849557522123895,0.9825212722560387,29.47563816768116,Neutral
28.93,"Produkcja maszyn stosowanych w przetwórstwie żywności, tytoniu i produkcji napojów",2010,80.0,1424.18,228.4,71.43,56.0,486.5,0.0,0.7,0.0,714.9,1326.22,0.07386406478563137,Ogólny,0.7,0.0,42.0,0.08613213906368034,2.58396417191041,Neutral
28.94,"Produkcja maszyn dla przemysłu tekstylnego, odzieżowego i skórzanego",2010,13.0,82.18,5.34,0.66,7.0,12.97,0.0,0.5384615384615384,0.0,18.310000000000002,92.45,-0.11108707409410487,Ogólny,0.5384615384615384,0.0,32.30769230769231,0.8143867792687614,24.43160337806284,Neutral
28.95,Produkcja maszyn dla przemysłu papierniczego,2010,7.0,156.66,2.41,3.14,5.0,63.88,0.0,0.7142857142857143,0.0,66.29,145.88,0.07389635316698658,Ogólny,0.7142857142857143,0.0,42.857142857142854,0.2803347525514125,8.410042576542374,Neutral
28.96,Produkcja maszyn do obróbki gumy lub tworzyw sztucznych oraz wytwarzania wyrobów z tych materiałów,2010,10.0,104.39,3.87,1.12,8.0,38.42,0.0,0.8,0.0,42.29,146.79,-0.2888480141699025,Ogólny,0.8,0.0,48.0,0.13217965775387175,3.9653897326161522,Neutral
28.99,"Produkcja pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowana",2010,120.0,1645.99,164.49,29.96,86.0,490.71,0.0,0.7166666666666667,0.0,655.2,1676.18,-0.0180111921154053,Ogólny,0.7166666666666667,0.0,43.0,0.4398556397138349,13.195669191415046,Neutral
29.,"PRODUKCJA POJAZDÓW SAMOCHODOWYCH, PRZYCZEP I NACZEP, Z WYŁĄCZENIEM MOTOCYKLI",2010,437.0,99826.97,4563.58,3570.99,316.0,22268.06,0.0,0.7231121281464531,0.0,26831.64,89150.22,0.11976134214811808,Ogólny,0.7231121281464531,0.0,43.38672768878718,0.6439565794476135,19.318697383428404,Neutral
29.1,"Produkcja pojazdów samochodowych, z wyłączeniem motocykli",2010,42.0,50237.28,1266.99,1046.24,27.0,9753.36,0.0,0.6428571428571429,0.0,11020.35,48744.14,0.030632194967436074,Ogólny,0.6428571428571429,0.0,38.57142857142858,0.380951845023475,11.42855535070425,Neutral
29.2,Produkcja nadwozi do pojazdów silnikowych; produkcja przyczep i naczep,2010,84.0,2351.96,353.98,-5.43,47.0,644.05,0.0,0.5595238095238095,0.0,998.03,2059.11,0.14222163944616845,Ogólny,0.5595238095238095,0.0,33.57142857142857,0.05456540828269896,1.6369622484809685,Neutral
29.3,Produkcja części i akcesoriów do pojazdów silnikowych,2010,311.0,47237.74,2942.61,2530.18,242.0,11870.65,0.0,0.7781350482315113,0.0,14813.26,38346.97,0.2318506520854189,Ogólny,0.7781350482315113,0.0,46.68810289389067,0.5994611396587166,17.983834189761495,Neutral
29.31,Produkcja wyposażenia elektrycznego i elektronicznego do pojazdów silnikowych,2010,45.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.9024032761106747,27.07209828332024,Neutral
29.32,"Produkcja pozostałych części i akcesoriów do pojazdów silnikowych, z wyłączeniem motocykli",2010,266.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.3832153659472517,11.49646097841755,Neutral
30.,PRODUKCJA POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO,2010,152.0,11279.37,1692.4,302.49,104.0,6301.28,0.0,0.6842105263157895,0.0,7993.68,12719.34,-0.11321106283816608,Ogólny,0.6842105263157895,0.0,41.05263157894737,0.21633277763082703,6.489983328924811,Neutral
30.1,Produkcja statków i łodzi,2010,62.0,3815.11,693.83,195.04,43.0,2917.37,0.0,0.6935483870967742,0.0,3611.2,5501.48,-0.3065302427710361,Ogólny,0.6935483870967742,0.0,41.612903225806456,0.4425773459328154,13.277320377984461,Neutral
30.11,Produkcja statków i konstrukcji pływających,2010,44.0,3233.92,622.76,169.6,31.0,2755.14,0.0,0.7045454545454546,0.0,3377.8999999999996,5023.92,-0.3562954824121403,Ogólny,0.7045454545454546,0.0,42.27272727272727,0.04836271104878087,1.4508813314634261,Neutral
30.12,Produkcja łodzi wycieczkowych i sportowych,2010,18.0,581.19,71.07,25.43,12.0,162.23,0.0,0.6666666666666666,0.0,233.29999999999998,477.56,0.21699891113158568,Ogólny,0.6666666666666666,0.0,40.0,0.8204875844802748,24.614627534408243,Neutral
30.2,Produkcja lokomotyw kolejowych oraz taboru szynowego,2010,26.0,2162.38,466.78,-9.3,16.0,1094.36,0.0,0.6153846153846154,0.0,1561.1399999999999,2655.78,-0.18578346097944862,Ogólny,0.6153846153846154,0.0,36.92307692307693,0.8263408109501867,24.7902243285056,Neutral
30.3,"Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn",2010,19.0,2860.34,361.02,87.99,12.0,1535.83,0.0,0.631578947368421,0.0,1896.85,2653.67,0.07788082165453883,Ogólny,0.631578947368421,0.0,37.89473684210526,0.5880004634296284,17.640013902888853,Neutral
30.4,Produkcja wojskowych pojazdów bojowych,2010,4.0,1276.25,30.5,17.54,3.0,432.97,0.0,0.75,0.0,463.47,0.0,inf,Ogólny,0.75,,,0.3531028889383895,,Neutral
30.9,"Produkcja sprzętu transportowego, gdzie indziej niesklasyfikowana",2010,41.0,1165.29,140.27,11.23,30.0,320.75,0.0,0.7317073170731707,0.0,461.02,0.0,inf,Ogólny,0.7317073170731707,,,0.7997833644457834,,Neutral
30.91,Produkcja motocykli,2010,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.5546870247883672,16.640610743651017,Neutral
30.92,Produkcja rowerów i wózków inwalidzkich,2010,32.0,1035.57,107.67,17.85,24.0,283.36,0.0,0.75,0.0,391.03000000000003,1105.07,-0.06289194349679206,Ogólny,0.75,0.0,44.99999999999999,0.8259323085500162,24.777969256500484,Neutral
30.99,"Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana",2010,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.6314587925830206,18.94376377749062,Neutral
31.,PRODUKCJA MEBLI,2010,693.0,23471.22,2209.06,1182.08,514.0,4825.88,0.0,0.7417027417027418,0.0,7034.9400000000005,25092.54,-0.06461362620125342,Ogólny,0.7417027417027418,0.0,44.502164502164504,0.7844054732127973,23.532164196383917,Neutral
31.0,Produkcja mebli,2010,693.0,23471.22,2209.06,1182.08,514.0,4825.88,0.0,0.7417027417027418,0.0,7034.9400000000005,25092.54,-0.06461362620125342,Ogólny,0.7417027417027418,0.0,44.502164502164504,0.59856299321776,17.9568897965328,Neutral
31.01,Produkcja mebli biurowych i sklepowych,2010,139.0,2381.07,240.26,87.45,98.0,580.03,0.0,0.7050359712230215,0.0,820.29,2208.07,0.07834896538606112,Ogólny,0.7050359712230215,0.0,42.30215827338129,0.4141410682156662,12.424232046469985,Neutral
31.02,Produkcja mebli kuchennych,2010,44.0,571.08,63.42,14.04,27.0,126.87,0.0,0.6136363636363636,0.0,190.29000000000002,682.07,-0.16272523348043455,Ogólny,0.6136363636363636,0.0,36.81818181818181,0.9579458599261376,28.738375797784126,Neutral
31.03,Produkcja materaców,2010,15.0,1242.04,167.68,92.73,14.0,219.26,0.0,0.9333333333333333,0.0,386.94,503.9,1.4648541377257394,Ogólny,0.9333333333333333,0.0,55.99999999999999,0.5411138248788447,16.23341474636534,Neutral
31.09,Produkcja pozostałych mebli,2010,495.0,19277.04,1737.71,987.86,375.0,3899.72,0.0,0.7575757575757576,0.0,5637.43,21698.5,-0.11159573242390022,Ogólny,0.7575757575757576,0.0,45.45454545454545,0.6050895185405384,18.15268555621615,Neutral
32.,POZOSTAŁA PRODUKCJA WYROBÓW,2010,277.0,6530.09,1293.4,228.29,213.0,1407.07,0.0,0.7689530685920578,0.0,2700.4700000000003,6091.75,0.07195633438667053,Ogólny,0.7689530685920578,0.0,46.13718411552347,0.22048763941474925,6.614629182442478,Neutral
32.1,"Produkcja wyrobów jubilerskich, biżuterii i podobnych wyrobów",2010,21.0,1089.73,11.18,24.64,17.0,126.27,0.0,0.8095238095238095,0.0,137.45,0.0,inf,Ogólny,0.8095238095238095,,,0.6256507894272765,,Neutral
32.11,Produkcja monet,2010,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.5716076494829438,17.148229484488315,Neutral
32.12,Produkcja wyrobów jubilerskich i podobnych,2010,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,233.1,-1.0,Ogólny,0.0,0.0,0.0,0.18483839794702495,5.545151938410748,Neutral
32.2,Produkcja instrumentów muzycznych,2010,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.059587097353143714,1.7876129205943114,Neutral
32.3,Produkcja sprzętu sportowego,2010,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,167.77,-1.0,Ogólny,0.0,0.0,0.0,0.6043593197147711,18.130779591443133,Neutral
32.4,Produkcja gier i zabawek,2010,21.0,430.66,49.68,41.74,19.0,111.14,0.0,0.9047619047619048,0.0,160.82,362.84,0.18691434240987778,Ogólny,0.9047619047619048,0.0,54.285714285714285,0.7636922693503205,22.910768080509612,Neutral
32.5,"Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne",2010,79.0,2527.76,1026.71,68.64,55.0,609.38,0.0,0.6962025316455697,0.0,1636.0900000000001,2185.3,0.15671074909623392,Ogólny,0.6962025316455697,0.0,41.77215189873418,0.5234013709220082,15.702041127660246,Neutral
32.9,"Produkcja wyrobów, gdzie indziej niesklasyfikowana",2010,132.0,2255.83,198.58,72.25,99.0,516.85,0.0,0.75,0.0,715.4300000000001,2117.32,0.06541760338541162,Ogólny,0.75,0.0,44.99999999999999,0.2267726253196457,6.803178759589371,Neutral
32.91,"Produkcja mioteł, szczotek i pędzli",2010,12.0,89.91,6.03,4.01,8.0,27.04,0.0,0.6666666666666666,0.0,33.07,91.45,-0.016839803171131835,Ogólny,0.6666666666666666,0.0,40.0,0.6665219766930349,19.995659300791047,Neutral
32.99,"Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana",2010,120.0,2165.92,192.54,68.24,91.0,489.81,0.0,0.7583333333333333,0.0,682.35,2025.87,0.06913079319008633,Ogólny,0.7583333333333333,0.0,45.49999999999999,0.08010572660960225,2.403171798288067,Neutral
33.,"NAPRAWA, KONSERWACJA I INSTALOWANIE MASZYN I URZĄDZEŃ",2010,744.0,16456.7,723.35,764.52,581.0,5562.66,0.0,0.7809139784946236,0.0,6286.01,13381.28,0.22983003120777684,Ogólny,0.7809139784946236,0.0,46.854838709677416,0.4418337048019546,13.255011144058637,Neutral
33.1,"Naprawa i konserwacja metalowych wyrobów gotowych, maszyn i urządzeń",2010,522.0,10843.93,490.3,465.92,404.0,3563.68,0.0,0.7739463601532567,0.0,4053.98,9559.58,0.1343521368093578,Ogólny,0.7739463601532567,0.0,46.4367816091954,0.1633667583984202,4.901002751952605,Neutral
33.11,Naprawa i konserwacja metalowych wyrobów gotowych,2010,45.0,854.94,143.36,28.78,34.0,216.97,0.0,0.7555555555555555,0.0,360.33000000000004,910.43,-0.060949221796293945,Ogólny,0.7555555555555555,0.0,45.33333333333333,0.18445905105988336,5.533771531796501,Neutral
33.12,Naprawa i konserwacja maszyn,2010,268.0,3819.85,102.47,172.92,216.0,961.58,0.0,0.8059701492537313,0.0,1064.05,3946.45,-0.03207946382191588,Ogólny,0.8059701492537313,0.0,48.35820895522388,0.20229394915820365,6.068818474746109,Neutral
33.13,Naprawa i konserwacja urządzeń elektronicznych i optycznych,2010,32.0,1302.03,11.21,103.03,27.0,415.93,0.0,0.84375,0.0,427.14,1128.56,0.15370915148507835,Ogólny,0.84375,0.0,50.625,0.3867070570439779,11.601211711319337,Neutral
33.14,Naprawa i konserwacja urządzeń elektrycznych,2010,64.0,784.96,7.21,42.13,50.0,142.79,0.0,0.78125,0.0,150.0,576.21,0.3622811127887402,Ogólny,0.78125,0.0,46.875,0.051150205620397626,1.5345061686119286,Neutral
33.15,Naprawa i konserwacja statków i łodzi,2010,67.0,1091.19,42.9,-13.74,44.0,625.78,0.0,0.6567164179104478,0.0,668.68,1082.47,0.008055650503016275,Ogólny,0.6567164179104478,0.0,39.40298507462687,0.3977934409290982,11.933803227872945,Neutral
33.16,Naprawa i konserwacja statków powietrznych i statków kosmicznych,2010,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.5117074471147008,15.351223413441026,Neutral
33.17,Naprawa i konserwacja pozostałego sprzętu transportowego,2010,37.0,2371.87,181.69,110.62,26.0,1043.96,0.0,0.7027027027027027,0.0,1225.65,1614.08,0.46948726209357655,Ogólny,0.7027027027027027,0.0,42.16216216216216,0.4832942849663252,14.498828548989756,Neutral
33.19,Naprawa i konserwacja pozostałego sprzętu i wyposażenia,2010,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.38278410040304056,11.483523012091217,Neutral
33.2,"Instalowanie maszyn przemysłowych, sprzętu i wyposażenia",2010,222.0,5612.78,233.05,298.6,177.0,1998.97,0.0,0.7972972972972973,0.0,2232.02,3821.69,0.4686643866980314,Ogólny,0.7972972972972973,0.0,47.83783783783783,0.8391466080707525,25.174398242122574,Neutral
35.,"WYTWARZANIE I ZAOPATRYWANIE W ENERGIĘ ELEKTRYCZNĄ, GAZ, PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH",2010,470.0,176387.56,12674.19,15235.58,419.0,33197.42,0.0,0.8914893617021277,0.0,45871.61,176799.06,-0.002327501062505649,Ogólny,0.8914893617021277,0.0,53.48936170212766,0.1453266924205041,4.359800772615123,Neutral
35.1,"Wytwarzanie, przesyłanie, dystrybucja i handel energią elektryczną",2010,117.0,131079.45,9323.62,10973.71,104.0,24248.77,0.0,0.8888888888888888,0.0,33572.39,133033.24,-0.014686479860221244,Ogólny,0.8888888888888888,0.0,53.333333333333336,0.505696743781374,15.170902313441218,Neutral
35.11,Wytwarzanie energii elektrycznej,2010,51.0,33443.14,7990.44,5143.76,45.0,9575.67,0.0,0.8823529411764706,0.0,17566.11,33405.04,0.0011405464564628136,Ogólny,0.8823529411764706,0.0,52.94117647058824,0.062041416956554296,1.8612425086966287,Neutral
35.12,Przesyłanie energii elektrycznej,2010,9.0,22222.26,2.84,3138.77,9.0,4023.02,0.0,1.0,0.0,4025.86,22464.66,-0.010790281268445704,Ogólny,1.0,0.0,60.0,0.07115567887790974,2.1346703663372923,Neutral
35.13,Dystrybucja energii elektrycznej,2010,33.0,33737.57,1310.74,2147.59,30.0,5888.27,0.0,0.9090909090909091,0.0,7199.01,45933.46,-0.26551211252102497,Ogólny,0.9090909090909091,0.0,54.54545454545454,0.5738658496770963,17.21597549031289,Neutral
35.14,Handel energią elektryczną,2010,24.0,41676.49,19.59,543.59,20.0,4761.81,0.0,0.8333333333333334,0.0,4781.400000000001,31230.08,0.3344983426235218,Ogólny,0.8333333333333334,0.0,50.0,0.566018424887821,16.98055274663463,Neutral
35.2,Wytwarzanie paliw gazowych; dystrybucja i handel paliwami gazowymi w systemie sieciowym,2010,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.878033512844457,26.34100538533371,Neutral
35.21,Wytwarzanie paliw gazowych,2010,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.5578736756600732,16.736210269802196,Neutral
35.22,Dystrybucja paliw gazowych w systemie sieciowym,2010,9.0,3298.52,150.03,696.5,6.0,644.11,0.0,0.6666666666666666,0.0,794.14,3200.22,0.030716638231121668,Ogólny,0.6666666666666666,0.0,40.0,0.9597910204048502,28.793730612145506,Neutral
35.23,Handel paliwami gazowymi w systemie sieciowym,2010,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.04869484839992977,1.460845451997893,Neutral
35.3,"Wytwarzanie i zaopatrywanie w parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych",2010,340.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.09800768478074107,2.940230543422232,Neutral
36.,"POBÓR, UZDATNIANIE I DOSTARCZANIE WODY",2010,322.0,5810.83,3184.81,220.96,236.0,1502.89,0.0,0.7329192546583851,0.0,4687.7,4783.15,0.21485422786239203,Ogólny,0.7329192546583851,0.0,43.975155279503106,0.04406586157038139,1.3219758471114418,Neutral
36.0,"Pobór, uzdatnianie i dostarczanie wody",2010,322.0,5810.83,3184.81,220.96,236.0,1502.89,0.0,0.7329192546583851,0.0,4687.7,4783.15,0.21485422786239203,Ogólny,0.7329192546583851,0.0,43.975155279503106,0.18527685033354002,5.558305510006201,Neutral
37.,ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW,2010,272.0,5545.15,3641.08,227.13,237.0,1624.14,0.0,0.8713235294117647,0.0,5265.22,5431.97,0.020835902996518645,Ogólny,0.8713235294117647,0.0,52.279411764705884,0.5412701109416781,16.238103328250343,Neutral
37.0,Odprowadzanie i oczyszczanie ścieków,2010,272.0,5545.15,3641.08,227.13,237.0,1624.14,0.0,0.8713235294117647,0.0,5265.22,5431.97,0.020835902996518645,Ogólny,0.8713235294117647,0.0,52.279411764705884,0.645572181427428,19.367165442822838,Neutral
38.,"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW",2010,579.0,15644.8,1541.15,897.22,492.0,2900.0,0.0,0.8497409326424871,0.0,4441.15,10730.49,0.45797628999234885,Ogólny,0.8497409326424871,0.0,50.984455958549226,0.0455851579486688,1.367554738460064,Neutral
38.1,Zbieranie odpadów,2010,357.0,7733.5,689.18,541.22,311.0,1147.45,0.0,0.8711484593837535,0.0,1836.63,5145.14,0.5030689155202773,Ogólny,0.8711484593837535,0.0,52.268907563025216,0.9459708898455993,28.37912669536798,Neutral
38.11,Zbieranie odpadów innych niż niebezpieczne,2010,345.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.842165376650381,25.26496129951143,Neutral
38.12,Zbieranie odpadów niebezpiecznych,2010,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogólny,0.0,0.0,0.0,0.2966124821570931,8.898374464712793,Neutral
38.2,Przetwarzanie i unieszkodliwianie odpadów,2010,109.0,1839.93,537.68,141.57,87.0,583.89,0.0,0.7981651376146789,0.0,1121.57,1458.36,0.2616432156669137,Ogólny,0.7981651376146789,0.0,47.88990825688073,0.07718753022646796,2.315625906794039,Neutral
38.21,Obróbka i usuwanie odpadów innych niż niebezpieczne,2010,86.0,1444.84,300.66,111.48,70.0,451.59,0.0,0.813953488372093,0.0,752.25,1093.19,0.3216732681418599,Ogólny,0.813953488372093,0.0,48.837209302325576,0.16988707321905727,5.096612196571718,Neutral
38.22,Przetwarzanie i unieszkodliwianie odpadów niebezpiecznych,2010,23.0,395.09,237.02,30.09,17.0,132.3,0.0,0.7391304347826086,0.0,369.32000000000005,365.18,0.08190481406429698,Ogólny,0.7391304347826086,0.0,44.347826086956516,0.12694441375497267,3.8083324126491798,Neutral
38.3,Odzysk surowców,2010,113.0,6071.37,314.3,214.43,94.0,1168.65,0.0,0.831858407079646,0.0,1482.95,4126.98,0.47114112498727895,Ogólny,0.831858407079646,0.0,49.911504424778755,0.12328377929894685,3.6985133789684053,Neutral
38.31,Demontaż wyrobów zużytych,2010,13.0,866.63,9.35,25.65,11.0,76.05,0.0,0.8461538461538461,0.0,85.39999999999999,314.63,1.7544417252010298,Ogólny,0.8461538461538461,0.0,50.76923076923077,0.5185616886657339,15.556850659972019,Neutral
38.32,Odzysk surowców z materiałów segregowanych,2010,100.0,5204.74,304.95,188.78,83.0,1092.6,0.0,0.83,0.0,1397.55,3812.35,0.3652314189410731,Ogólny,0.83,0.0,49.8,0.2458474424934003,7.375423274802008,Neutral
39.,DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI,2010,17.0,132.43,10.53,7.26,14.0,23.24,0.0,0.8235294117647058,0.0,33.769999999999996,67.7,0.9561299852289513,Ogólny,0.8235294117647058,0.0,49.41176470588235,0.35813971652914445,10.744191495874333,Neutral
39.0,Działalność związana z rekultywacją i pozostała działalność usługowa związana z gospodarką odpadami,2010,17.0,132.43,10.53,7.26,14.0,23.24,0.0,0.8235294117647058,0.0,33.769999999999996,67.7,0.9561299852289513,Ogólny,0.8235294117647058,0.0,49.41176470588235,0.9895053333843224,29.68516000152967,Neutral
41.,ROBOTY BUDOWLANE ZWIĄZANE ZE WZNOSZENIEM BUDYNKÓW,2010,2409.0,70548.91,9731.55,4354.07,1977.0,25255.43,0.0,0.8206724782067247,0.0,34986.979999999996,67127.85,0.0509633482973162,Ogólny,0.8206724782067247,0.0,49.24034869240348,0.6843142489253448,20.529427467760343,Neutral
41.1,Realizacja projektów budowlanych związanych ze wznoszeniem budynków,2010,222.0,5961.76,3649.15,779.04,176.0,3907.06,0.0,0.7927927927927928,0.0,7556.21,5425.61,0.09881838171191822,Ogólny,0.7927927927927928,0.0,47.567567567567565,0.9489806670470013,28.46942001141004,Neutral
41.2,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,2010,2187.0,64587.15,6082.41,3575.03,1801.0,21348.37,0.0,0.8235025148605396,0.0,27430.78,61702.24,0.04675535280404736,Ogólny,0.8235025148605396,0.0,49.41015089163238,0.1425565550331156,4.276696650993467,Neutral
42.,ROBOTY ZWIĄZANE Z BUDOWĄ OBIEKTÓW INŻYNIERII LĄDOWEJ I WODNEJ,2010,1528.0,46538.12,7117.46,1664.92,1256.0,13183.33,0.0,0.8219895287958116,0.0,20300.79,46258.19,0.006051468939878544,Ogólny,0.8219895287958116,0.0,49.31937172774869,0.38213947483256927,11.464184244977076,Neutral
42.1,Roboty związane z budową dróg kołowych i szynowych,2010,782.0,28507.45,6635.44,1136.0,641.0,7462.14,0.0,0.819693094629156,0.0,14097.58,26490.68,0.07613130353769705,Ogólny,0.819693094629156,0.0,49.181585677749354,0.5547318032823543,16.641954098470627,Neutral
42.11,Roboty związane z budową dróg i autostrad,2010,676.0,23657.54,6464.12,852.56,549.0,6021.52,0.0,0.8121301775147929,0.0,12485.64,21370.97,0.10699420756287616,Ogólny,0.8121301775147929,0.0,48.72781065088757,0.07675806188873802,2.3027418566621405,Neutral
42.12,Roboty związane z budową dróg szynowych i kolei podziemnej,2010,55.0,2816.52,118.54,152.25,45.0,960.36,0.0,0.8181818181818182,0.0,1078.9,3607.54,-0.219268532019049,Ogólny,0.8181818181818182,0.0,49.09090909090909,0.004187443627957865,0.12562330883873596,Neutral
42.13,Roboty związane z budową mostów i tuneli,2010,51.0,2033.4,52.78,131.18,47.0,480.27,0.0,0.9215686274509803,0.0,533.05,1512.17,0.3446900811416706,Ogólny,0.9215686274509803,0.0,55.29411764705882,0.6704343337969175,20.113030013907526,Neutral
42.2,"Roboty związane z budową rurociągów, linii telekomunikacyjnych i elektroenergetycznych",2010,497.0,9872.51,299.43,505.45,413.0,2881.32,0.0,0.8309859154929577,0.0,3180.75,0.0,inf,Ogólny,0.8309859154929577,,,0.6418195168014353,,Neutral
42.21,Roboty związane z budową rurociągów przesyłowych i sieci rozdzielczych,2010,336.0,5968.68,224.2,348.82,282.0,1787.78,0.0,0.8392857142857143,0.0,2011.98,6433.07,-0.07218792893595118,Ogólny,0.8392857142857143,0.0,50.357142857142854,0.41078880999961176,12.323664299988351,Neutral
42.22,Roboty związane z budową linii telekomunikacyjnych i elektroenergetycznych,2010,161.0,3903.83,75.23,156.63,131.0,1093.53,0.0,0.8136645962732919,0.0,1168.76,0.0,inf,Ogólny,0.8136645962732919,,,0.48964407603203264,,Neutral
42.9,Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej,2010,249.0,8158.17,182.59,23.48,202.0,2839.87,0.0,0.8112449799196787,0.0,3022.46,0.0,inf,Ogólny,0.8112449799196787,,,0.4154430005920896,,Neutral
42.91,Roboty związane z budową obiektów inżynierii wodnej,2010,102.0,4027.27,80.64,-165.17,93.0,1397.63,0.0,0.9117647058823529,0.0,1478.2700000000002,3612.11,0.11493559166249086,Ogólny,0.9117647058823529,0.0,54.705882352941174,0.024005044844888856,0.7201513453466656,Neutral
42.99,"Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej, gdzie indziej niesklasyfikowane",2010,147.0,4130.9,101.95,188.65,109.0,1442.24,0.0,0.7414965986394558,0.0,1544.19,0.0,inf,Ogólny,0.7414965986394558,,,0.3353716062174624,,Neutral
43.,ROBOTY BUDOWLANE SPECJALISTYCZNE,2010,1893.0,26086.17,1141.81,1101.06,1537.0,6865.57,0.0,0.8119387216059165,0.0,8007.379999999999,27313.64,-0.04493981761493529,Ogólny,0.8119387216059165,0.0,48.71632329635499,0.17708225539728983,5.312467661918695,Neutral
43.1,Rozbiórka i przygotowanie terenu pod budowę,2010,131.0,2199.68,183.69,110.8,102.0,603.22,0.0,0.7786259541984732,0.0,786.9100000000001,1941.31,0.1330905419536292,Ogólny,0.7786259541984732,0.0,46.717557251908396,0.09842418910136874,2.952725673041062,Neutral
43.11,Rozbiórka i burzenie obiektów budowlanych,2010,76.0,800.12,40.01,40.98,60.0,175.91,0.0,0.7894736842105263,0.0,215.92,559.71,0.4295260045380643,Ogólny,0.7894736842105263,0.0,47.368421052631575,0.9567204338893498,28.701613016680493,Neutral
43.12,Przygotowanie terenu pod budowę,2010,35.0,885.09,111.57,16.99,27.0,292.41,0.0,0.7714285714285715,0.0,403.98,1002.59,-0.11719646116558115,Ogólny,0.7714285714285715,0.0,46.285714285714285,0.5993597250421656,17.980791751264967,Neutral
43.13,Wykonywanie wykopów i wierceń geologiczno-inżynierskich,2010,20.0,514.46,32.11,52.83,15.0,134.9,0.0,0.75,0.0,167.01,379.02,0.35734262044219317,Ogólny,0.75,0.0,44.99999999999999,0.7286562842366027,21.85968852709808,Neutral
